command_count,session_duration_seconds,failed_login_attempts,unique_commands,login_attempts,files_accessed,suspicious_command_count,port_number,canary_triggered,bytes_sent,bytes_received,actual_label,predicted_anomaly,threat_score,threat_level
22,113,3,10,8,6,1,22,0,3102,10158,0,1,40.41,Medium
17,177,3,4,1,4,1,22,0,3706,5245,0,1,40.88,Medium
11,182,2,10,5,1,2,22,0,718,1046,0,1,43.48,Medium
16,179,2,5,2,3,2,22,0,986,4303,0,1,39.86,Medium
23,429,6,9,2,3,1,443,0,5541,2804,1,1,46.89,Medium
19,465,3,4,3,3,2,22,0,8163,2519,0,1,41.31,Medium
21,414,6,10,7,3,1,80,0,9722,12414,0,1,44.32,Medium
11,173,2,5,3,7,1,22,0,6348,3807,0,1,43.4,Medium
15,232,4,11,6,5,4,22,0,5380,18237,0,1,41.45,Medium
20,339,4,11,3,5,2,22,0,15150,4053,0,1,41.8,Medium
17,156,2,6,6,7,0,22,1,3378,20726,0,-1,52.94,Medium
20,210,4,10,4,1,2,22,0,2702,3024,0,1,40.25,Medium
23,144,2,5,6,2,3,443,0,4899,14991,0,1,42.54,Medium
15,78,3,7,9,5,3,22,0,10331,3578,0,1,42.97,Medium
22,503,2,8,5,1,1,80,0,2996,24080,0,1,44.01,Medium
21,85,8,6,11,4,1,22,0,1158,1566,0,1,49.96,Medium
20,154,2,7,5,2,1,22,0,6359,2264,0,1,38.28,Medium
15,102,1,11,4,2,1,22,1,360,1591,1,-1,53.92,Medium
13,188,1,4,6,4,3,22,0,6556,11793,0,1,42.51,Medium
13,299,1,10,1,3,2,22,0,36094,7849,0,-1,51.74,Medium
19,313,5,8,6,5,2,22,0,1296,23047,1,1,39.68,Medium
16,283,5,8,6,4,2,80,0,2453,11591,0,1,39.16,Medium
12,127,2,6,2,7,1,80,0,1591,67861,0,1,46.04,Medium
18,184,1,9,6,6,3,22,0,3674,447,0,1,41.24,Medium
27,336,2,6,7,5,1,22,0,190,14923,0,1,44.76,Medium
19,199,2,11,3,0,0,443,0,25481,25797,0,-1,51.95,Medium
20,346,5,4,7,7,0,22,0,4476,10526,0,1,44.53,Medium
13,118,0,5,6,10,1,22,0,724,5540,0,1,48.94,Medium
19,195,4,10,5,4,2,22,0,1930,21990,0,1,38.73,Medium
23,190,2,12,6,4,2,22,0,5925,15004,1,1,40.43,Medium
26,327,2,11,3,6,2,22,0,3445,8920,1,1,43.09,Medium
20,235,4,5,6,6,3,22,0,718,6131,0,1,39.66,Medium
16,336,3,7,5,6,2,22,0,1441,2583,0,1,39.04,Medium
20,470,1,7,4,5,3,8080,0,12767,11255,0,-1,55.71,Medium
21,279,3,8,8,2,2,8080,0,2633,15310,0,-1,51.69,Medium
19,344,1,9,5,5,0,22,0,5688,15599,0,1,43.24,Medium
20,138,2,9,6,6,1,80,0,12283,1997,0,1,40.66,Medium
13,470,3,4,5,8,1,80,0,1435,2951,0,1,44.63,Medium
15,242,1,8,5,4,4,443,0,387,3249,0,1,44.56,Medium
17,46,0,8,4,3,1,8080,0,21550,14949,0,-1,57.4,Medium
16,128,5,8,3,2,3,22,0,9451,2245,0,1,41.14,Medium
18,210,1,2,1,5,1,22,0,387,1492,0,1,46.46,Medium
18,171,4,9,6,10,3,22,0,3887,8596,1,1,42.59,Medium
18,353,4,7,2,4,4,22,0,547,15443,0,1,42.47,Medium
12,240,0,8,2,7,1,22,0,710,13171,0,1,45.88,Medium
17,626,1,7,4,2,0,22,0,3118,15701,0,1,45.5,Medium
13,207,0,12,3,5,3,80,0,6399,948,0,1,46.77,Medium
16,96,4,8,6,2,1,22,0,23397,69135,0,1,48.86,Medium
22,168,3,4,6,4,2,22,0,3032,30644,0,1,39.96,Medium
28,149,3,8,4,5,2,443,1,2835,44578,1,-1,56.83,Medium
19,296,4,5,4,3,4,22,0,2910,12388,0,1,40.47,Medium
14,97,2,12,4,6,1,22,0,7779,15419,0,1,41.93,Medium
25,273,6,8,7,1,0,22,0,1251,7137,0,1,46.48,Medium
16,116,0,8,4,5,0,8080,0,6691,16984,0,-1,58.1,Medium
19,191,6,8,2,5,1,80,0,1716,3388,0,1,41.76,Medium
17,33,2,1,5,5,3,22,0,1320,1861,0,1,44.43,Medium
17,252,6,9,3,5,2,22,0,5965,3240,1,1,41.26,Medium
13,107,5,14,3,9,3,22,0,9904,5720,0,1,48.45,Medium
31,146,3,6,3,3,2,22,0,1974,9071,0,1,44.48,Medium
21,62,5,9,5,5,1,443,0,1265,9281,1,1,42.51,Medium
16,94,2,9,7,5,2,22,0,1438,28575,0,1,39.8,Medium
16,211,4,6,8,5,3,22,0,3711,42621,0,1,42.35,Medium
19,231,5,11,6,2,2,80,0,2927,58613,1,1,44.24,Medium
18,427,1,6,4,4,0,22,0,14021,15110,0,1,44.08,Medium
16,111,6,4,4,1,1,22,0,166,16970,0,1,43.47,Medium
14,283,4,12,5,12,4,443,0,748,21533,1,1,48.21,Medium
13,271,3,7,7,4,5,80,0,3797,40108,0,1,46.18,Medium
14,55,2,9,3,4,1,22,0,53470,2409,0,-1,50.95,Medium
13,309,3,8,5,5,2,22,0,592,21118,0,1,39.75,Medium
16,85,1,2,5,4,1,22,0,3401,4120,0,1,43.39,Medium
15,414,2,5,3,6,2,443,0,1566,61374,0,1,45.4,Medium
21,77,4,6,4,4,1,22,0,9575,3113,0,1,39.43,Medium
17,304,5,9,5,2,0,22,0,461,10269,0,1,42.71,Medium
11,337,3,5,3,7,1,22,0,812,4920,0,1,43.4,Medium
22,203,3,4,5,1,0,8080,0,1544,3959,0,-1,55.49,Medium
20,186,3,8,5,2,2,22,0,9598,14443,0,1,38.64,Medium
24,243,5,8,5,6,4,22,0,2729,14438,1,1,42.16,Medium
14,992,4,12,3,6,2,443,0,354,19011,0,-1,51.25,Medium
17,114,4,8,5,5,0,443,0,2571,552,0,1,42.79,Medium
20,252,5,8,8,4,2,22,0,2391,137955,0,1,47.11,Medium
16,90,2,6,6,3,1,443,0,14254,24336,0,1,43.32,Medium
22,52,1,7,8,2,5,80,0,12074,16376,0,1,48.08,Medium
16,274,0,5,6,4,3,22,0,2670,5026,0,1,44.05,Medium
11,81,3,8,3,5,3,22,0,2787,2895,0,1,41.73,Medium
22,299,4,3,5,2,3,8080,0,6437,2532,0,-1,56.07,Medium
22,117,5,8,3,7,0,80,0,2095,17368,0,1,42.96,Medium
14,470,2,5,6,6,2,22,0,614,17005,0,1,42.02,Medium
21,325,3,5,3,3,2,8080,0,1028,19605,0,-1,51.75,Medium
16,134,6,7,8,4,0,22,0,4658,4839,0,1,42.66,Medium
22,279,3,3,5,2,1,22,0,3076,46659,0,1,42.57,Medium
16,194,2,10,4,2,4,22,0,7458,5184,0,1,40.93,Medium
16,199,5,10,3,2,1,22,0,21798,38149,1,1,47.21,Medium
20,91,1,7,7,4,0,22,0,1403,6246,0,1,42.08,Medium
13,311,3,9,5,4,2,22,0,1379,20871,0,1,39.39,Medium
14,414,3,8,4,4,0,22,0,12166,29780,0,1,43.39,Medium
15,369,1,5,4,4,3,8080,0,1170,6348,0,-1,53.36,Medium
23,585,3,6,4,7,3,22,1,724,41925,1,-1,54.04,Medium
15,259,3,11,4,1,2,22,0,3824,25261,0,1,42.05,Medium
19,114,6,7,7,4,2,22,0,683,2543,0,1,40.81,Medium
23,390,5,13,4,3,2,22,0,3673,20824,0,1,43.46,Medium
19,297,1,6,5,3,3,22,0,7802,42926,0,1,43.02,Medium
30,66,4,2,6,2,4,22,0,4858,8700,0,1,49.39,Medium
15,24,4,9,4,5,1,22,0,1018,7351,0,1,40.74,Medium
12,155,4,8,3,5,0,22,0,2130,18652,1,1,41.58,Medium
16,224,3,12,2,5,2,22,0,8683,29478,0,1,42.79,Medium
15,156,3,8,7,2,0,22,0,1160,15788,0,1,40.56,Medium
20,72,3,4,6,3,3,22,0,1066,8830,1,1,39.99,Medium
22,174,1,9,3,5,4,443,0,385,37723,0,1,47.04,Medium
15,237,3,10,6,3,3,8080,0,5291,3564,0,-1,52.28,Medium
15,42,1,8,4,2,1,22,0,4274,704,0,1,41.41,Medium
25,531,5,9,3,7,4,80,0,8916,5682,1,1,48.08,Medium
11,397,1,5,6,4,2,22,0,4020,36432,0,1,45.74,Medium
18,191,2,7,5,3,3,22,0,3770,20671,0,1,38.78,Medium
14,229,1,7,7,4,2,22,0,2631,15373,0,1,40.46,Medium
20,76,1,9,7,1,2,22,0,8562,1484,0,1,43.63,Medium
18,395,6,10,3,4,1,22,0,3134,6899,0,1,42.32,Medium
17,200,2,11,1,7,1,8080,0,1755,1154,0,-1,54.65,Medium
11,178,5,10,7,11,4,80,0,4830,7401,0,1,47.54,Medium
18,245,5,3,6,4,1,80,0,28946,6603,1,1,47.67,Medium
18,227,1,11,5,9,4,443,0,1024,19743,1,1,48.74,Medium
23,110,1,5,5,3,1,22,0,573,13954,0,1,40.88,Medium
8,88,6,7,5,4,3,22,0,3069,644,1,1,44.97,Medium
18,309,2,8,2,5,3,22,0,2516,17222,0,1,40.99,Medium
20,140,4,4,4,3,4,443,0,6091,4082,0,1,43.41,Medium
25,86,4,7,5,3,3,80,0,2664,3917,0,1,41.08,Medium
25,236,4,12,4,4,5,22,0,15643,2014,1,1,46.95,Medium
14,168,1,9,2,4,1,22,0,2598,4164,0,1,40.98,Medium
19,156,1,9,8,5,3,22,0,6928,1182,0,1,42.07,Medium
15,182,0,8,6,4,2,22,0,11984,21827,0,1,43.68,Medium
13,166,3,4,7,6,2,22,0,2952,8085,0,1,40.41,Medium
15,252,1,4,4,4,4,22,0,2228,17322,0,1,42.49,Medium
17,214,4,3,3,4,1,80,0,574,2634,0,1,41.23,Medium
18,192,2,5,1,3,4,443,0,1474,857,0,1,44.95,Medium
14,347,3,6,4,2,0,22,0,420,6181,0,1,41.45,Medium
22,360,3,5,5,5,0,22,0,1486,1943,0,1,41.05,Medium
27,226,4,12,4,5,3,443,0,314,8320,1,1,46.18,Medium
17,34,2,12,2,5,3,80,0,1419,2339,0,1,43.77,Medium
22,339,5,3,6,0,1,443,0,1213,1574,0,1,48.26,Medium
21,61,3,11,9,3,1,22,1,922,48176,1,-1,55.77,Medium
27,238,2,7,7,3,3,443,0,988,54514,0,1,48.47,Medium
14,47,2,15,3,4,1,22,0,1847,6210,0,1,45.43,Medium
9,50,1,9,7,6,1,80,0,9863,9860,0,1,46.94,Medium
16,210,3,5,11,3,1,22,0,7039,10873,0,1,43.64,Medium
22,209,4,3,6,3,1,443,0,10879,54743,0,1,46.85,Medium
17,324,1,13,3,4,2,22,0,8850,11269,0,1,43.02,Medium
14,56,4,8,5,3,6,8080,0,19921,9438,0,-1,59.37,Medium
12,281,4,14,2,1,1,22,1,3864,10266,1,-1,56.98,Medium
18,166,4,6,3,5,0,22,0,1433,60644,0,1,42.98,Medium
12,129,2,8,8,4,3,80,0,3221,5409,0,1,41.28,Medium
27,103,4,9,1,10,2,80,0,1346,1478,0,1,49.12,Medium
12,144,6,4,7,5,4,22,0,4834,1844,0,1,44.89,Medium
21,68,5,7,7,3,0,443,0,56149,2682,0,-1,55.05,Medium
19,369,4,9,5,6,3,22,0,27455,3944,0,1,47.23,Medium
17,105,3,8,6,5,2,22,0,6522,90321,1,1,44.07,Medium
22,107,4,7,4,5,2,22,0,1328,743,0,1,38.8,Medium
20,309,0,10,7,5,0,22,0,1165,17088,1,1,46.27,Medium
24,174,2,3,11,5,4,80,0,2143,21965,0,1,48.13,Medium
21,137,2,7,2,6,4,22,0,13932,21466,0,1,42.62,Medium
12,209,1,8,7,6,0,80,0,80760,11106,0,-1,54.82,Medium
16,245,4,8,1,1,2,443,0,2811,16123,0,1,44.66,Medium
25,537,4,7,3,2,0,22,0,319,2861,0,1,47.25,Medium
11,261,5,13,1,3,3,22,0,5824,15910,1,1,47.28,Medium
23,229,2,12,3,5,1,22,0,4631,6206,1,1,40.65,Medium
16,353,4,9,9,6,2,80,0,2521,3258,0,1,41.43,Medium
12,152,2,9,4,2,2,22,0,4696,2042,0,1,39.65,Medium
22,179,6,7,5,7,4,22,0,56404,5977,0,-1,53.92,Medium
11,63,0,3,3,6,1,22,0,3764,236,0,1,48.96,Medium
20,294,4,7,3,4,0,22,0,2825,3055,0,1,40.83,Medium
17,162,3,7,5,0,1,22,0,6423,4816,0,1,40.46,Medium
14,211,4,10,6,6,3,22,0,2173,1804,1,1,39.48,Medium
18,107,1,7,5,8,3,22,0,1228,8654,0,1,42.29,Medium
14,64,4,7,3,3,2,443,0,2086,21344,1,1,42.05,Medium
23,240,1,3,7,6,2,22,0,747,38152,0,1,45.99,Medium
16,204,1,10,9,6,0,443,0,2835,6223,0,1,45.9,Medium
24,211,3,7,4,3,2,22,0,18210,6146,0,1,41.33,Medium
17,281,2,7,6,5,2,22,0,1312,3253,0,1,38.2,Medium
17,205,3,5,4,4,2,443,0,9254,111317,0,1,46.27,Medium
20,60,3,8,9,3,4,22,0,9856,3298,0,1,45.03,Medium
21,134,4,13,3,6,0,80,0,1510,28852,0,1,45.44,Medium
15,137,2,12,4,3,0,80,0,4667,6415,0,1,42.08,Medium
10,140,4,13,3,4,0,22,0,834,16118,0,1,47.26,Medium
21,245,1,5,8,3,0,22,0,2962,7676,0,1,43.88,Medium
18,393,5,15,7,7,3,22,0,2813,21496,1,1,47.5,Medium
19,415,2,13,3,7,1,80,0,1235,6314,1,1,43.87,Medium
19,522,0,9,3,3,0,22,0,1085,5518,0,1,46.89,Medium
23,107,2,8,1,0,1,80,0,7919,8036,0,1,44.9,Medium
26,224,3,7,5,3,0,22,0,3725,6185,0,1,42.2,Medium
21,271,4,12,8,4,0,22,0,371,3325,0,1,44.05,Medium
26,69,4,5,7,3,2,80,0,7286,7021,0,1,42.82,Medium
19,23,3,6,3,2,2,22,0,2882,1412,0,1,40.6,Medium
23,334,5,4,3,2,0,22,0,7637,26228,0,1,44.95,Medium
26,243,3,7,6,1,0,443,0,5865,8412,0,1,47.48,Medium
19,640,3,8,5,7,4,22,0,9488,3559,0,1,45.46,Medium
16,234,8,8,8,1,0,8080,0,3560,6602,0,-1,60.23,High
11,198,3,12,8,5,2,22,0,15550,1966,0,1,45.6,Medium
20,52,0,6,3,4,4,22,0,3321,10732,0,1,44.42,Medium
17,82,2,3,4,7,0,80,0,2210,13425,0,1,43.36,Medium
22,111,2,9,5,3,1,8080,0,5651,125459,0,-1,57.67,Medium
14,354,2,7,6,2,1,80,0,341,2267,0,1,41.51,Medium
15,496,2,9,3,11,2,443,0,2033,20733,0,1,49.34,Medium
21,289,6,10,6,6,1,22,0,6246,16717,0,1,42.45,Medium
24,250,1,7,4,1,4,443,0,4295,8651,0,1,46.84,Medium
15,134,5,14,3,6,3,22,0,2657,27276,0,1,44.87,Medium
25,67,2,3,6,2,1,80,0,1532,7972,0,1,43.58,Medium
16,160,3,17,2,1,0,22,0,1162,2785,0,-1,51.39,Medium
19,683,3,2,8,4,0,22,0,785,3727,0,1,49.44,Medium
10,602,3,9,7,4,1,22,0,1021,29509,0,1,46.81,Medium
11,77,3,5,5,1,0,80,0,1484,4635,0,1,45.14,Medium
15,461,0,9,3,5,1,22,0,28995,7790,0,-1,51.17,Medium
15,213,3,7,5,1,3,22,0,13263,30697,1,1,42.88,Medium
9,692,3,6,7,3,1,443,0,4360,43258,0,-1,51.21,Medium
24,115,4,9,2,8,1,443,0,1495,3709,0,1,45.2,Medium
25,138,3,6,4,5,5,80,0,314,1970,0,1,43.78,Medium
14,170,6,8,6,5,2,80,0,5819,8816,0,1,40.87,Medium
14,112,2,4,2,1,1,22,0,4739,14333,0,1,42.58,Medium
12,56,5,11,7,5,1,8080,0,396,5814,0,-1,55.73,Medium
28,152,1,13,5,7,3,22,0,696,3059,0,1,48.34,Medium
14,407,2,8,6,3,2,22,0,551,3082,0,1,40.32,Medium
18,239,2,11,3,7,4,443,0,4280,13795,1,1,44.42,Medium
14,83,2,8,5,2,2,22,0,2301,17048,1,1,38.97,Medium
20,94,4,3,4,3,1,22,0,2050,14400,0,1,40.41,Medium
16,239,3,8,4,6,1,22,0,10062,203,0,1,40.43,Medium
17,304,2,8,6,2,1,22,0,704,16444,0,1,39.34,Medium
20,45,2,7,1,4,0,80,0,2634,17661,0,1,44.62,Medium
20,42,2,7,2,3,1,22,0,2476,1577,0,1,40.66,Medium
15,54,3,8,5,2,3,22,0,3318,10714,0,1,39.63,Medium
20,249,3,11,2,4,5,80,0,5459,16251,0,1,44.69,Medium
26,143,3,8,6,1,3,22,0,1022,3275,0,1,42.77,Medium
19,186,1,7,10,3,1,22,1,2046,2087,0,-1,54.65,Medium
14,312,2,5,4,2,0,80,0,1901,1660,0,1,42.07,Medium
17,199,0,9,6,3,3,22,0,1725,2492,0,1,42.49,Medium
23,41,4,11,3,6,2,8080,0,21091,8613,0,-1,58.84,Medium
10,510,8,8,7,1,1,443,0,4543,24785,0,-1,54.24,Medium
16,256,0,6,6,2,3,443,0,1057,1776,1,1,45.94,Medium
24,28,2,9,7,4,3,22,0,20642,3611,0,1,46.4,Medium
23,242,1,12,10,3,3,22,0,1094,12932,0,1,46.2,Medium
15,98,2,4,2,3,0,22,0,1722,8787,0,1,42.34,Medium
17,114,2,12,7,2,5,22,0,33520,1374,0,-1,53.82,Medium
20,44,7,11,5,2,2,22,0,381,1246,0,1,47.9,Medium
22,77,3,9,3,3,0,22,0,4230,7273,0,1,41.23,Medium
17,103,2,15,8,4,3,80,0,2238,4794,0,1,45.31,Medium
21,115,4,10,5,6,4,22,0,3589,9148,1,1,40.11,Medium
17,146,3,10,4,4,2,443,0,2052,5032,0,1,40.46,Medium
16,429,2,7,6,7,0,443,0,4131,4935,0,1,44.84,Medium
24,104,3,9,5,2,3,22,0,8531,3453,0,1,40.89,Medium
20,145,5,11,5,3,3,22,0,9092,8371,1,1,41.08,Medium
22,122,1,4,1,2,4,22,0,1451,28048,1,1,45.29,Medium
19,90,7,10,5,4,3,8080,0,131305,6529,0,-1,64.37,High
18,472,4,13,5,4,1,22,0,14579,3941,0,1,43.92,Medium
16,248,5,7,3,4,3,22,0,2673,3693,1,1,39.87,Medium
16,99,5,18,8,5,4,443,0,2328,3671,0,-1,51.82,Medium
20,94,2,2,3,4,1,443,0,1468,1064,0,1,45.24,Medium
18,61,1,7,4,3,2,22,0,4726,3355,0,1,39.96,Medium
17,209,0,8,2,2,1,22,0,20366,7394,0,1,47.04,Medium
21,160,1,6,8,4,2,22,0,3648,1121,0,1,41.56,Medium
13,294,2,7,9,7,2,22,0,957,1096,0,1,42.04,Medium
17,32,2,9,5,3,1,22,0,12472,3570,0,1,40.29,Medium
33,275,4,11,8,4,2,22,0,2987,3267,0,1,45.75,Medium
24,146,0,6,3,4,1,22,0,2874,2438,0,1,43.42,Medium
18,129,3,7,3,3,3,22,0,2958,3965,0,1,38.61,Medium
24,152,2,8,8,3,2,443,0,274,24688,0,1,44.2,Medium
19,348,3,10,8,3,2,8080,0,3033,5246,1,-1,51.98,Medium
23,191,2,7,4,7,5,22,0,8291,10211,0,1,42.92,Medium
16,245,4,7,4,5,1,80,0,2245,41108,0,1,40.81,Medium
15,170,3,9,5,6,3,443,0,2534,15914,0,1,41.36,Medium
15,371,4,5,1,4,2,22,0,11397,8228,0,1,42.88,Medium
16,316,2,12,3,3,3,22,0,1839,14337,0,1,42.29,Medium
29,444,3,9,7,3,2,22,0,2261,3237,0,1,45,Medium
19,234,3,5,5,5,3,443,0,4021,1750,1,1,41.18,Medium
20,367,3,7,4,5,1,80,0,3141,57549,1,1,41.78,Medium
24,413,3,6,3,5,1,80,0,641,5718,0,1,41.85,Medium
13,58,1,8,4,6,1,8080,0,5685,1492,0,-1,54.48,Medium
17,579,2,6,3,4,2,22,0,6714,9963,0,1,43.04,Medium
27,349,4,6,5,4,1,22,0,22160,2520,1,1,47.04,Medium
17,311,1,9,5,4,2,22,0,6879,210445,0,1,48.82,Medium
21,237,4,12,1,4,2,22,0,30711,7681,0,1,49.02,Medium
15,548,5,11,7,2,4,22,0,3810,1950,0,1,47.99,Medium
17,73,8,5,5,4,3,22,0,7536,17266,1,1,46.06,Medium
19,110,2,8,4,6,0,443,0,3455,13276,0,1,43.21,Medium
12,185,2,5,5,2,5,22,0,2207,1043,0,1,42.7,Medium
15,326,1,10,3,3,2,8080,0,763,5104,0,-1,54.36,Medium
15,344,4,7,3,3,1,22,0,6418,20825,0,1,39.93,Medium
15,81,6,5,6,5,1,22,0,18511,4554,1,1,44.6,Medium
15,186,5,7,6,7,0,80,1,679,14438,1,-1,53.09,Medium
21,178,1,10,4,8,7,22,0,5345,492,0,1,49.21,Medium
17,90,1,9,2,5,4,443,0,1292,120880,0,-1,51.34,Medium
19,234,2,6,7,3,1,80,0,162,4466,0,1,40.1,Medium
13,327,3,12,4,5,0,80,0,18094,42122,0,1,47.69,Medium
18,118,0,6,6,2,1,22,0,1066,2721,0,1,41.81,Medium
8,223,1,9,7,3,2,443,0,3045,1805,0,1,45.5,Medium
15,112,5,1,7,5,3,22,0,2316,2242,0,1,43.81,Medium
15,282,3,14,5,2,3,22,0,2640,12644,0,1,43.25,Medium
11,393,3,5,6,4,2,80,0,817,12127,0,1,43.15,Medium
18,116,3,10,6,5,0,22,0,4817,5912,0,1,39.95,Medium
19,298,3,9,4,4,0,22,0,1199,20954,0,1,40.93,Medium
22,169,3,6,4,2,0,22,0,1238,5038,0,1,39.67,Medium
13,389,4,14,2,2,1,443,0,6824,4525,0,1,48.73,Medium
17,471,2,10,6,0,2,22,0,899,1028,0,1,44.8,Medium
18,492,3,7,6,4,3,22,0,3786,31925,0,1,42.55,Medium
15,47,2,10,5,4,2,443,0,1976,32677,0,1,43.39,Medium
20,77,3,7,6,5,0,22,0,1906,6053,0,1,39.69,Medium
14,237,4,10,2,4,1,80,0,2952,7316,0,1,40.59,Medium
13,76,0,5,9,7,1,22,0,711,3465,0,1,47.23,Medium
14,47,5,7,2,4,1,443,0,35178,44769,0,-1,54.65,Medium
26,124,0,6,1,7,1,443,0,1264,914,0,-1,51.63,Medium
15,533,3,14,6,2,0,80,0,195,8057,0,1,49.5,Medium
17,283,1,8,5,6,2,22,0,4431,27534,0,1,41.17,Medium
16,371,3,3,4,2,5,22,0,9748,29858,0,1,46.83,Medium
28,154,2,12,3,1,5,22,0,990,19571,0,1,49.68,Medium
15,418,5,6,3,2,3,8080,0,2510,17571,0,-1,54.82,Medium
16,319,0,4,4,6,1,22,0,2116,3233,0,1,43.45,Medium
21,567,3,5,8,4,1,22,0,1457,7816,1,1,43.7,Medium
19,560,5,5,4,6,4,80,0,5238,4649,0,1,44.63,Medium
23,116,3,6,4,4,2,80,0,3292,44531,0,1,40.23,Medium
15,174,2,7,8,3,0,22,0,2493,2344,0,1,40.56,Medium
17,108,1,9,6,9,2,22,0,298,846,0,1,45.15,Medium
23,135,9,9,8,3,1,8080,0,4377,1898,0,-1,57.51,Medium
19,191,3,5,7,2,2,443,0,1373,14500,0,1,41.37,Medium
28,353,2,6,6,3,4,22,0,3841,1384,0,1,47.14,Medium
21,392,5,7,4,1,1,22,1,2515,8112,1,-1,53.18,Medium
17,180,1,10,11,4,4,22,0,7839,3514,0,1,46.68,Medium
23,218,3,8,5,2,3,443,0,5948,16430,0,1,41.94,Medium
18,157,1,6,6,1,3,443,0,2266,2361,0,1,44,Medium
18,104,8,8,5,7,1,22,0,6678,4494,0,1,45.1,Medium
21,180,2,6,6,4,0,22,0,1118,7083,0,1,39.85,Medium
21,387,3,5,2,0,1,443,0,2350,22774,0,1,47.2,Medium
15,85,3,6,6,8,1,80,0,3830,4522,1,1,41.54,Medium
14,156,2,7,6,3,3,22,0,3632,1158,0,1,39.56,Medium
21,713,3,9,1,2,6,443,0,31681,47918,0,-1,62.89,High
16,412,4,14,3,3,2,22,0,10107,3730,0,1,44.27,Medium
20,239,4,7,2,3,1,22,0,5086,14489,0,1,39.97,Medium
18,166,4,12,8,3,5,8080,0,48477,16065,0,-1,64.18,High
23,331,8,5,7,5,2,22,0,2267,3701,0,1,47.28,Medium
19,306,6,16,4,4,1,22,0,5118,78633,0,-1,52.29,Medium
21,215,2,5,4,3,3,22,0,1367,1593,0,1,39.41,Medium
27,366,3,5,10,5,3,22,0,1052,26947,0,1,49.49,Medium
14,241,1,10,3,3,1,22,0,58181,937,0,-1,51.91,Medium
16,161,3,4,6,4,3,22,0,1715,10178,0,1,39.41,Medium
11,434,1,4,4,2,3,22,0,2731,9450,0,1,44.9,Medium
13,238,2,6,5,6,6,8080,0,1969,36754,0,-1,57.64,Medium
12,420,4,7,1,2,2,443,0,3275,1475,0,1,46.92,Medium
19,58,5,7,5,2,2,22,0,4493,3194,0,1,39.43,Medium
12,200,5,10,6,2,1,80,0,3929,6204,0,1,41.11,Medium
23,262,3,10,7,4,3,22,0,22127,7231,1,1,44.41,Medium
20,205,2,9,5,9,1,22,0,722,16083,0,1,42.73,Medium
20,538,1,10,4,9,1,22,0,4213,6966,0,1,46.8,Medium
22,422,1,8,6,1,4,22,0,2487,1994,0,1,45.74,Medium
10,103,5,8,7,5,3,80,0,9066,27002,0,1,44.58,Medium
23,145,4,10,1,2,3,22,0,35725,10521,1,-1,51.38,Medium
13,84,2,8,6,4,1,22,1,44498,14446,1,-1,58.59,Medium
16,63,2,6,6,3,1,443,0,1490,4821,0,1,41.07,Medium
19,60,3,12,1,8,4,22,0,3861,2695,0,1,46.94,Medium
26,305,3,8,7,6,3,22,0,2443,1868,0,1,42.45,Medium
20,380,2,12,4,2,3,443,0,1759,10031,0,1,44.07,Medium
20,294,4,10,3,7,0,22,1,1469,3716,1,-1,53.51,Medium
19,179,4,6,5,3,4,22,0,3450,2654,0,1,39.29,Medium
19,321,5,10,6,4,4,22,0,713,703,1,1,41.98,Medium
22,663,3,7,5,2,0,22,0,39623,1881,0,-1,53.47,Medium
17,62,3,9,5,4,1,80,0,15409,11815,0,1,40.18,Medium
19,276,0,6,6,4,1,22,0,6106,16589,0,1,43.28,Medium
29,294,6,6,5,7,0,22,0,10241,4380,0,1,48.91,Medium
16,422,2,9,6,4,2,22,0,13368,16485,0,1,40.95,Medium
14,55,1,11,5,3,3,22,0,2307,4844,0,1,42.23,Medium
16,280,6,6,6,6,1,80,0,6791,4089,0,1,41.35,Medium
29,165,1,7,4,1,4,80,0,4240,9048,0,1,48.1,Medium
16,263,2,8,4,4,2,22,0,1498,6298,0,1,38.21,Medium
19,533,1,9,7,4,1,8080,0,5279,1619,0,-1,56.38,Medium
17,47,3,8,6,8,1,22,0,4614,13046,0,1,42.25,Medium
15,89,3,7,6,1,5,22,0,22984,1774,0,1,48.13,Medium
23,209,2,11,8,6,4,22,0,6174,2888,0,1,43.64,Medium
18,478,0,8,5,4,2,22,0,8054,4450,0,1,44.44,Medium
13,159,2,5,7,3,3,80,0,6720,58649,0,1,44.64,Medium
18,103,2,2,2,2,3,22,0,5306,4264,0,1,44.75,Medium
17,185,2,12,8,3,6,22,0,795,13177,1,1,47.04,Medium
19,116,2,15,11,1,0,22,0,2288,13990,0,-1,51.2,Medium
19,113,1,9,4,6,2,80,0,1593,6218,0,1,40.03,Medium
18,514,3,10,7,3,2,22,0,7615,3565,0,1,41.91,Medium
17,222,0,8,5,3,3,22,0,881,31004,0,1,43.47,Medium
12,331,1,10,3,6,0,22,0,1121,29561,0,1,45.25,Medium
13,195,4,9,8,4,2,443,0,1405,3801,1,1,41.7,Medium
22,506,1,14,6,2,2,22,0,863,21839,0,1,48.08,Medium
14,132,2,12,1,3,5,22,0,776,27511,0,1,47.04,Medium
19,137,7,5,3,3,2,22,0,5732,45933,1,1,45.69,Medium
17,132,3,12,7,2,3,22,0,4878,7674,0,1,41.93,Medium
17,428,3,9,4,4,0,22,0,55302,7511,0,-1,52.25,Medium
23,97,3,5,6,2,0,22,0,2213,7231,0,1,40.58,Medium
