ip_address,command_count,session_duration_seconds,failed_login_attempts,unique_commands,login_attempts,files_accessed,suspicious_command_count,port_number,protocol,canary_triggered,honeypot_type,bytes_sent,bytes_received,actual_label,threat_score
192.168.94.209,17,38,3,15,7,2,3,22,HTTP,1,Cowrie-SSH,1187,4193,1,60
192.168.82.30,13,327,0,8,4,2,2,22,SSH,0,Cowrie-SSH,498,17397,0,38
192.168.167.135,26,74,1,11,5,5,2,22,HTTPS,0,Fake-Admin-Panel,1301,1336,0,34
192.168.43.29,11,305,2,9,7,4,6,80,SSH,0,Cowrie-SSH,4987,32196,0,49
192.168.178.123,21,121,2,9,7,5,1,22,SSH,0,Fake-Admin-Panel,2955,14742,0,34
192.168.54.51,22,331,5,9,6,10,0,22,SSH,0,Cowrie-SSH,3623,1568,0,38
192.168.52.40,22,196,3,6,5,2,4,8080,SSH,0,Cowrie-SSH,1267,3069,0,33
192.168.151.86,16,81,3,6,9,2,1,80,HTTPS,0,Fake-Admin-Panel,1027,2224,0,46
192.168.213.225,16,299,2,6,9,6,2,80,SSH,0,Cowrie-SSH,12166,70576,0,33
192.168.10.98,15,164,4,9,4,7,2,22,SSH,0,Cowrie-SSH,712,11633,0,34
192.168.195.118,20,33,3,7,6,2,3,443,HTTP,0,Cowrie-SSH,932,15277,0,42
192.168.83.70,17,270,2,7,4,3,3,443,HTTP,0,Web-Honeypot,26458,714,0,39
192.168.75.185,21,104,3,14,5,7,1,80,HTTPS,0,Cowrie-SSH,24483,1338,0,34
192.168.15.189,18,176,2,15,8,4,1,22,SSH,0,Cowrie-SSH,3774,16950,0,28
192.168.160.178,17,114,2,12,7,2,5,22,SSH,0,Cowrie-SSH,33520,1374,0,36
192.168.114.168,24,25,2,5,3,1,5,443,HTTPS,0,Cowrie-SSH,3808,12244,0,26
192.168.53.158,14,38,4,5,5,7,2,22,SSH,0,Cowrie-SSH,2408,23949,1,53
192.168.203.89,21,136,3,9,3,3,1,80,HTTPS,0,Cowrie-SSH,34581,12053,0,11
192.168.38.184,19,94,3,8,6,3,1,22,HTTPS,0,Fake-Admin-Panel,3729,12367,0,39
192.168.219.8,14,114,2,10,2,5,5,80,HTTP,0,Cowrie-SSH,622,22087,0,28
192.168.134.238,16,252,3,10,4,2,0,22,HTTP,0,Cowrie-SSH,4006,4202,0,38
192.168.32.154,28,188,3,8,8,2,0,22,HTTP,1,Web-Honeypot,682,5219,1,67
192.168.11.16,24,56,4,5,6,6,1,443,SSH,0,Fake-Admin-Panel,1701,19198,0,42
192.168.195.90,16,106,0,3,7,4,2,22,SSH,0,Cowrie-SSH,6015,6155,0,16
192.168.16.172,18,227,1,14,5,2,3,22,HTTP,0,Cowrie-SSH,4618,2639,0,45
192.168.11.39,24,140,3,5,4,6,4,22,HTTP,0,Web-Honeypot,779,6741,0,32
192.168.155.73,15,111,2,5,3,4,2,80,SSH,0,Fake-Admin-Panel,1789,3667,0,41
192.168.93.93,15,399,2,6,6,6,2,22,HTTP,1,Cowrie-SSH,829,9739,1,62
192.168.75.219,17,222,0,8,5,3,3,22,HTTP,0,Fake-Admin-Panel,881,31004,0,33
192.168.193.31,19,107,6,5,11,8,0,22,SSH,0,Cowrie-SSH,2449,12519,1,52
192.168.86.147,13,171,3,8,3,5,1,22,HTTPS,0,Cowrie-SSH,5654,4736,0,42
192.168.90.232,18,416,0,5,7,8,0,22,SSH,0,Cowrie-SSH,5563,5147,0,27
192.168.95.6,34,205,1,3,6,3,0,443,SSH,0,Cowrie-SSH,186,1752,0,20
192.168.229.248,15,307,2,11,4,6,2,22,HTTP,0,Cowrie-SSH,1750,4660,0,31
192.168.12.229,21,197,3,4,2,3,0,22,SSH,0,Cowrie-SSH,721,4921,0,13
192.168.214.7,21,236,1,6,2,2,2,22,HTTP,0,Cowrie-SSH,504,5635,0,41
192.168.22.141,20,253,1,9,4,2,1,443,SSH,0,Cowrie-SSH,2850,2644,0,27
192.168.38.36,21,175,1,9,7,5,1,22,SSH,0,Web-Honeypot,2614,884,0,22
192.168.112.182,20,107,1,8,3,3,1,443,HTTPS,0,Cowrie-SSH,1078,28438,0,20
192.168.214.119,18,297,3,8,9,3,2,8080,SSH,0,Fake-Admin-Panel,12587,764,0,34
192.168.123.225,18,82,2,5,6,4,1,22,SSH,0,Cowrie-SSH,7967,445,0,19
192.168.61.46,18,228,4,7,3,2,0,22,HTTP,1,Fake-Admin-Panel,5207,40602,1,76
192.168.23.12,21,133,3,7,4,5,1,22,HTTP,0,Cowrie-SSH,2593,8708,0,44
192.168.24.36,23,306,6,8,7,4,1,22,SSH,0,Cowrie-SSH,6139,21545,0,37
192.168.199.189,17,81,3,10,3,4,5,22,HTTPS,0,Web-Honeypot,6297,9365,0,42
192.168.71.89,18,46,5,9,9,1,1,22,SSH,0,Cowrie-SSH,1861,18558,0,45
192.168.218.188,11,466,3,6,3,6,3,22,HTTPS,0,Cowrie-SSH,35928,23543,0,40
192.168.38.25,21,246,1,20,4,2,3,22,SSH,0,Cowrie-SSH,1107,7312,0,42
192.168.51.107,15,243,2,11,5,1,0,22,SSH,0,Cowrie-SSH,1601,4795,0,25
192.168.112.140,21,157,1,7,5,4,3,22,SSH,0,Cowrie-SSH,1876,2938,0,45
192.168.113.213,18,218,4,11,3,2,2,8080,HTTP,0,Fake-Admin-Panel,348,7439,1,53
192.168.46.26,16,315,3,5,4,1,2,80,HTTP,0,Fake-Admin-Panel,650,2064,0,40
192.168.91.88,16,220,2,6,4,3,6,22,SSH,0,Cowrie-SSH,1328,39589,0,34
192.168.207.182,17,309,1,6,2,3,2,443,HTTP,0,Cowrie-SSH,5811,1549,0,46
192.168.141.68,27,104,3,6,5,7,0,22,SSH,0,Web-Honeypot,3049,7273,0,41
192.168.210.188,18,200,2,6,4,8,2,22,HTTP,0,Fake-Admin-Panel,5814,13926,0,36
192.168.203.228,16,336,3,7,5,6,2,22,SSH,0,Cowrie-SSH,1441,2583,0,37
192.168.144.74,13,171,2,10,7,7,0,22,HTTPS,0,Fake-Admin-Panel,3931,6468,0,17
192.168.73.19,20,344,1,9,3,3,3,80,SSH,0,Cowrie-SSH,7721,1207,0,41
192.168.200.215,22,340,5,10,2,1,1,80,SSH,0,Cowrie-SSH,2408,2810,0,46
192.168.38.100,18,161,3,7,2,10,0,22,SSH,0,Cowrie-SSH,9374,2171,0,22
192.168.119.107,11,469,4,8,2,2,1,8080,HTTP,0,Cowrie-SSH,29471,11168,0,33
192.168.99.28,16,10,3,8,6,5,1,22,SSH,0,Web-Honeypot,6936,17577,1,54
192.168.194.250,22,483,2,5,6,3,1,22,SSH,0,Cowrie-SSH,865,11956,0,22
192.168.4.190,17,243,3,9,1,2,0,22,HTTP,0,Fake-Admin-Panel,812,14136,0,18
192.168.75.62,22,148,3,7,9,3,2,22,SSH,0,Cowrie-SSH,3689,3106,0,39
192.168.143.8,11,214,6,10,5,2,1,22,SSH,0,Cowrie-SSH,10365,17015,0,40
192.168.118.70,17,44,2,8,4,8,2,8080,HTTP,0,Web-Honeypot,2562,49661,0,39
192.168.53.138,12,250,2,15,7,1,1,80,HTTP,0,Cowrie-SSH,1212,3107,0,29
192.168.221.195,17,284,2,9,7,4,2,22,SSH,0,Web-Honeypot,7063,18321,0,37
192.168.13.242,20,67,1,7,6,5,1,80,SSH,1,Web-Honeypot,3122,3186,1,51
192.168.248.131,20,194,3,7,3,5,3,22,HTTP,0,Cowrie-SSH,14899,16820,0,47
192.168.150.34,16,153,0,7,4,7,0,22,SSH,0,Cowrie-SSH,7587,10670,0,32
192.168.183.187,24,145,3,6,6,6,2,80,HTTP,0,Web-Honeypot,3477,22088,0,42
192.168.86.128,16,189,4,6,5,3,2,22,HTTPS,0,Cowrie-SSH,21129,7083,0,38
192.168.214.236,21,164,0,10,4,8,1,443,SSH,0,Web-Honeypot,3436,1062,0,43
192.168.175.166,16,309,1,10,4,4,0,22,SSH,0,Fake-Admin-Panel,14855,4322,0,42
192.168.45.235,17,193,3,8,2,5,1,22,SSH,0,Cowrie-SSH,7322,5897,0,46
192.168.220.128,23,66,4,7,6,5,1,22,HTTP,0,Cowrie-SSH,22786,8798,0,43
192.168.126.220,15,77,5,5,2,7,2,80,SSH,0,Cowrie-SSH,3418,13875,0,42
192.168.187.231,16,62,4,4,4,1,1,443,SSH,0,Web-Honeypot,4674,9107,0,37
192.168.39.72,17,268,2,13,2,3,4,443,HTTPS,0,Fake-Admin-Panel,2882,4955,0,45
192.168.182.203,21,199,1,13,3,3,2,80,SSH,0,Fake-Admin-Panel,18488,13636,0,39
192.168.114.87,23,321,3,12,6,6,3,22,SSH,0,Web-Honeypot,241,2136,0,50
192.168.212.177,16,197,5,8,4,1,1,22,SSH,0,Cowrie-SSH,2157,26484,0,34
192.168.214.95,16,200,2,7,1,3,3,80,HTTP,0,Web-Honeypot,1962,2187,0,32
192.168.38.118,14,224,4,7,3,5,2,22,HTTP,0,Cowrie-SSH,7779,17331,0,36
192.168.9.240,15,329,4,7,8,0,1,80,SSH,0,Web-Honeypot,2569,21923,0,32
192.168.179.190,23,101,4,4,4,1,2,22,HTTP,1,Web-Honeypot,7395,6893,1,52
192.168.123.53,22,215,2,9,8,4,3,22,SSH,0,Cowrie-SSH,11870,14764,0,46
192.168.21.238,17,286,2,7,4,6,0,443,HTTP,0,Cowrie-SSH,1826,1314,0,32
192.168.143.10,23,226,4,8,1,5,2,22,SSH,0,Cowrie-SSH,3231,6102,0,48
192.168.174.26,15,181,2,7,2,4,5,80,SSH,0,Cowrie-SSH,989,29844,0,37
192.168.217.102,18,180,3,5,4,1,4,22,SSH,0,Web-Honeypot,5240,4432,0,30
192.168.152.57,14,204,3,9,1,6,1,80,SSH,0,Cowrie-SSH,2705,3245,0,23
192.168.206.29,10,455,3,5,7,2,1,22,SSH,0,Cowrie-SSH,16198,12725,0,47
192.168.128.73,19,253,1,3,5,6,2,22,SSH,0,Web-Honeypot,3180,2811,0,45
192.168.202.212,20,127,2,10,4,6,1,22,SSH,0,Cowrie-SSH,4920,8157,0,33
192.168.38.137,27,124,2,7,1,5,1,443,HTTP,0,Web-Honeypot,20239,12422,0,42
192.168.0.245,19,160,1,10,6,3,3,80,SSH,0,Web-Honeypot,3884,3256,0,27
192.168.25.217,29,155,4,5,7,4,0,22,HTTP,0,Cowrie-SSH,8028,16297,0,26
192.168.222.145,13,155,4,15,6,5,1,443,SSH,0,Fake-Admin-Panel,723,8064,0,38
192.168.197.165,24,338,3,5,2,2,3,22,SSH,0,Cowrie-SSH,619,110,0,45
192.168.14.119,15,165,2,7,4,3,4,8080,SSH,0,Cowrie-SSH,6467,9410,1,55
192.168.41.186,28,84,2,10,6,5,2,80,HTTP,0,Cowrie-SSH,1952,886,0,48
192.168.11.192,20,215,1,10,7,4,0,80,SSH,0,Cowrie-SSH,3894,12119,0,35
192.168.210.31,16,101,5,9,9,2,5,22,HTTP,0,Fake-Admin-Panel,2402,15554,0,49
192.168.159.107,12,409,3,4,5,3,2,443,SSH,0,Cowrie-SSH,2234,20882,0,37
192.168.10.238,12,335,3,4,1,6,0,22,SSH,0,Fake-Admin-Panel,5941,32384,0,33
192.168.56.36,19,148,1,8,3,3,0,443,SSH,0,Cowrie-SSH,3105,2751,0,17
192.168.254.147,15,347,3,11,6,5,3,22,SSH,0,Web-Honeypot,654,52283,0,38
192.168.58.155,24,118,2,6,5,3,5,443,SSH,0,Cowrie-SSH,1036,3675,0,40
192.168.230.211,20,229,4,9,7,12,5,22,HTTPS,0,Cowrie-SSH,3645,6223,1,61
192.168.136.6,25,126,2,12,5,4,1,22,HTTPS,0,Web-Honeypot,3887,7485,0,36
192.168.94.113,14,248,5,4,2,3,2,22,HTTPS,0,Cowrie-SSH,3320,12133,0,36
192.168.15.71,21,523,3,6,3,0,2,80,SSH,0,Web-Honeypot,3142,17517,0,36
192.168.208.110,19,315,5,8,5,4,1,22,SSH,0,Cowrie-SSH,2960,51432,0,37
192.168.163.202,14,79,2,12,6,5,2,80,HTTPS,0,Fake-Admin-Panel,3069,1760,1,53
192.168.176.79,13,295,1,5,6,3,1,22,HTTP,0,Cowrie-SSH,1503,1829,0,31
192.168.85.220,22,192,5,7,4,3,3,80,SSH,0,Web-Honeypot,519,3806,0,34
192.168.62.49,20,125,3,8,5,3,2,22,HTTPS,0,Fake-Admin-Panel,4267,16065,0,48
192.168.76.235,26,97,3,4,10,3,1,22,SSH,0,Web-Honeypot,1889,4681,0,38
192.168.196.148,22,116,3,6,7,4,0,22,HTTP,0,Cowrie-SSH,6834,1503,0,45
192.168.172.208,16,205,4,11,5,2,2,80,HTTPS,0,Web-Honeypot,5821,2440,0,46
192.168.237.47,22,194,4,11,6,1,3,22,SSH,0,Web-Honeypot,1022,55551,0,50
192.168.160.43,10,141,7,10,7,3,1,22,HTTP,1,Cowrie-SSH,14892,23695,1,63
192.168.118.150,16,103,1,7,5,4,1,22,SSH,0,Web-Honeypot,3131,980,0,30
192.168.226.6,17,159,4,7,10,3,3,22,HTTP,0,Cowrie-SSH,3849,24251,1,55
192.168.251.251,14,226,3,10,7,7,4,22,SSH,0,Cowrie-SSH,1759,20201,0,40
192.168.63.165,22,258,2,10,6,3,3,443,HTTP,0,Cowrie-SSH,1688,3065,1,52
192.168.72.167,17,55,2,2,3,3,4,443,SSH,0,Cowrie-SSH,4768,7499,0,30
192.168.238.38,13,158,3,5,5,5,2,8080,SSH,0,Fake-Admin-Panel,1239,1034,0,21
192.168.79.93,19,144,1,7,5,7,2,22,SSH,0,Cowrie-SSH,897,76450,0,39
192.168.114.63,13,489,1,7,1,7,1,22,HTTP,0,Cowrie-SSH,2924,16193,0,44
192.168.253.69,22,244,4,11,6,3,5,443,SSH,0,Web-Honeypot,2460,17476,0,44
192.168.247.163,18,54,4,9,2,3,2,80,HTTPS,0,Web-Honeypot,83,22142,0,38
192.168.12.210,17,40,2,6,2,3,1,22,HTTP,0,Cowrie-SSH,891,5991,0,13
192.168.84.153,13,242,6,17,3,8,4,443,HTTPS,0,Cowrie-SSH,2047,3418,1,83
192.168.66.111,13,583,3,6,10,4,3,22,SSH,0,Fake-Admin-Panel,2606,65312,0,47
192.168.221.18,15,671,2,6,4,4,1,443,HTTP,0,Cowrie-SSH,4277,6037,0,24
192.168.18.246,17,105,3,13,3,2,0,22,SSH,0,Cowrie-SSH,1168,2826,0,25
192.168.130.160,16,131,3,9,3,4,1,22,HTTP,0,Web-Honeypot,659,2906,0,46
192.168.197.45,21,369,1,2,4,4,3,22,SSH,0,Cowrie-SSH,2065,133658,0,37
192.168.175.128,16,187,3,3,7,6,0,22,SSH,1,Web-Honeypot,13611,730,1,55
192.168.252.251,17,249,4,7,5,4,1,22,HTTPS,0,Web-Honeypot,5240,19341,0,37
192.168.118.142,15,137,2,10,4,5,4,22,HTTPS,0,Fake-Admin-Panel,3512,9524,0,36
192.168.193.49,21,382,0,7,7,5,4,443,SSH,0,Cowrie-SSH,9370,4816,0,49
192.168.136.85,21,546,2,10,3,2,1,80,SSH,0,Web-Honeypot,1782,4929,0,31
192.168.211.237,25,282,5,11,4,4,2,443,HTTPS,0,Web-Honeypot,607,8331,0,47
192.168.74.179,20,208,1,6,8,5,2,22,SSH,1,Cowrie-SSH,2195,12011,1,67
192.168.182.81,17,369,3,8,2,0,3,22,SSH,0,Cowrie-SSH,5029,28654,1,60
192.168.56.120,25,151,1,5,3,5,1,443,HTTP,0,Web-Honeypot,8026,4553,0,29
192.168.241.85,30,243,5,7,7,4,1,22,HTTP,0,Web-Honeypot,218,11015,0,22
192.168.255.197,16,24,1,5,7,2,2,80,SSH,0,Cowrie-SSH,5055,3059,0,21
192.168.21.171,19,98,2,11,6,5,6,22,SSH,0,Web-Honeypot,1430,16748,1,58
192.168.221.231,24,18,3,8,4,6,0,22,SSH,0,Cowrie-SSH,21650,4410,0,43
192.168.77.70,17,615,3,12,1,3,3,80,SSH,0,Cowrie-SSH,4580,26013,0,35
192.168.153.203,13,209,1,10,12,5,3,80,SSH,0,Fake-Admin-Panel,3031,9957,0,34
192.168.152.112,19,312,5,9,4,4,4,22,SSH,0,Web-Honeypot,18919,5207,0,35
192.168.142.19,24,134,2,6,4,2,1,22,SSH,0,Cowrie-SSH,4407,2043,0,28
192.168.118.245,20,104,1,10,4,2,4,443,SSH,0,Cowrie-SSH,651,16895,1,51
192.168.66.140,13,218,5,8,3,6,1,22,HTTP,0,Fake-Admin-Panel,671,945,0,45
192.168.63.145,18,180,4,15,7,6,2,22,SSH,0,Cowrie-SSH,7052,23963,0,46
192.168.211.205,13,279,0,6,6,4,1,22,HTTPS,0,Web-Honeypot,4542,5740,0,24
192.168.32.254,15,360,3,9,8,3,2,80,HTTP,0,Cowrie-SSH,2007,35476,0,37
192.168.122.100,12,321,4,3,6,3,1,80,SSH,0,Web-Honeypot,5125,5268,0,34
192.168.41.184,21,113,3,14,3,5,1,443,HTTP,0,Cowrie-SSH,9212,23453,0,42
192.168.77.200,21,125,5,5,5,3,1,443,HTTP,0,Cowrie-SSH,5001,589,0,44
192.168.74.116,21,379,6,7,7,5,1,443,SSH,0,Cowrie-SSH,2098,24033,0,25
192.168.169.47,13,391,1,7,2,5,3,22,HTTPS,0,Fake-Admin-Panel,2524,1568,0,34
192.168.228.36,20,634,1,5,2,4,4,22,SSH,0,Cowrie-SSH,2199,1303,0,41
192.168.45.178,26,454,5,12,3,5,1,22,HTTP,0,Cowrie-SSH,2177,47006,1,53
192.168.110.164,22,190,1,4,6,2,2,8080,HTTP,1,Fake-Admin-Panel,951,3409,1,52
192.168.175.13,11,246,2,16,3,2,3,80,HTTP,0,Web-Honeypot,15330,3995,0,46
192.168.13.192,13,21,4,5,6,3,1,22,HTTP,0,Web-Honeypot,859,4605,0,30
192.168.130.73,20,164,6,7,9,3,2,80,SSH,0,Cowrie-SSH,1072,139044,0,48
192.168.2.191,13,105,2,4,3,3,0,80,HTTP,0,Cowrie-SSH,744,2935,0,36
192.168.155.131,20,86,2,13,4,3,5,80,SSH,0,Cowrie-SSH,2473,2506,1,54
192.168.63.41,19,330,4,4,3,1,6,22,HTTP,0,Cowrie-SSH,1669,6106,0,50
192.168.252.134,22,360,3,5,5,5,0,22,SSH,0,Cowrie-SSH,1486,1943,0,38
192.168.62.111,21,191,2,7,3,8,1,22,SSH,0,Fake-Admin-Panel,1213,22116,0,43
192.168.81.115,23,145,4,10,1,2,3,22,SSH,0,Cowrie-SSH,35725,10521,1,56
192.168.47.163,27,236,6,7,2,2,2,22,SSH,0,Cowrie-SSH,9564,54512,0,31
192.168.133.244,19,183,3,8,8,1,0,80,HTTP,0,Cowrie-SSH,6755,33192,0,17
192.168.205.78,19,210,2,13,6,3,3,443,HTTPS,0,Cowrie-SSH,2634,10402,0,36
192.168.31.160,17,145,3,10,7,3,2,22,HTTP,0,Cowrie-SSH,5878,40936,0,35
192.168.47.29,16,130,5,9,2,5,3,80,HTTPS,0,Cowrie-SSH,1345,6756,0,43
192.168.164.105,23,213,2,2,6,5,3,8080,HTTP,0,Cowrie-SSH,6371,32016,0,39
192.168.46.107,15,230,2,8,3,1,1,80,HTTP,0,Cowrie-SSH,10345,4626,0,28
192.168.36.72,17,363,0,5,5,2,1,8080,SSH,0,Web-Honeypot,1883,7206,0,21
192.168.239.195,17,169,6,10,2,6,1,443,HTTPS,0,Cowrie-SSH,6440,2808,0,17
192.168.220.210,18,205,4,13,3,2,2,80,SSH,0,Cowrie-SSH,2242,31731,0,27
192.168.70.241,14,289,4,8,4,1,2,443,SSH,0,Fake-Admin-Panel,6241,1519,0,31
192.168.89.156,25,400,2,7,4,5,1,22,SSH,0,Cowrie-SSH,2334,2618,0,29
192.168.212.223,21,202,3,10,6,6,1,80,SSH,0,Cowrie-SSH,2820,13749,0,43
192.168.22.127,30,387,5,8,6,6,2,80,HTTP,0,Cowrie-SSH,3793,1191,0,41
192.168.103.179,13,135,3,8,7,4,3,22,SSH,0,Web-Honeypot,282,34027,0,49
192.168.226.48,16,212,5,11,5,2,2,22,SSH,1,Cowrie-SSH,3075,11637,1,68
192.168.209.217,14,171,2,5,4,4,1,80,HTTP,0,Cowrie-SSH,2533,10397,0,43
192.168.114.147,14,247,8,8,6,6,1,80,SSH,0,Web-Honeypot,4161,9684,0,39
192.168.41.155,7,81,4,12,5,5,2,443,HTTPS,0,Cowrie-SSH,1847,3384,0,48
192.168.18.57,20,143,5,13,9,6,2,22,SSH,0,Web-Honeypot,3007,4397,1,61
192.168.42.177,22,201,3,11,1,4,1,22,SSH,0,Cowrie-SSH,15052,4664,0,44
192.168.67.199,18,219,2,5,4,1,1,443,SSH,0,Web-Honeypot,445,3008,0,25
192.168.65.227,19,371,0,7,2,2,1,80,HTTP,1,Cowrie-SSH,2064,1294,1,64
192.168.191.203,22,114,1,9,3,4,4,8080,HTTP,0,Web-Honeypot,1578,23685,1,51
192.168.251.9,23,219,3,7,2,3,3,22,HTTPS,0,Cowrie-SSH,2787,4106,0,37
192.168.236.75,18,245,5,3,6,4,1,80,HTTP,0,Cowrie-SSH,28946,6603,1,59
192.168.147.197,13,269,3,10,6,1,3,80,HTTP,1,Cowrie-SSH,1979,26355,1,87
192.168.105.119,23,238,3,10,6,4,1,22,HTTP,0,Cowrie-SSH,1827,554,0,43
192.168.153.37,24,66,1,4,3,8,3,443,SSH,0,Cowrie-SSH,2334,5802,0,40
192.168.169.61,16,649,1,8,9,5,0,22,SSH,0,Cowrie-SSH,345,2535,0,45
192.168.201.212,19,206,2,8,5,2,2,22,SSH,0,Web-Honeypot,3047,6125,0,33
192.168.140.251,16,165,3,5,6,4,4,80,HTTP,0,Cowrie-SSH,4308,114402,0,38
192.168.200.193,25,223,2,6,7,2,2,80,HTTPS,0,Cowrie-SSH,1053,1815,0,33
192.168.182.216,15,347,6,6,9,5,1,443,SSH,0,Cowrie-SSH,1674,11544,0,46
192.168.111.13,25,775,3,9,5,4,0,22,HTTP,0,Fake-Admin-Panel,15393,17070,0,36
192.168.224.146,25,192,3,8,2,1,0,8080,SSH,0,Fake-Admin-Panel,1511,15500,0,47
192.168.108.91,20,250,1,12,5,0,3,80,SSH,0,Cowrie-SSH,515,7871,0,20
192.168.183.138,10,739,2,6,8,1,3,22,SSH,0,Cowrie-SSH,7018,7953,0,42
192.168.201.227,14,208,2,8,6,5,6,22,SSH,0,Web-Honeypot,3167,12521,0,45
192.168.89.254,19,98,1,11,2,3,1,80,SSH,0,Cowrie-SSH,535,15629,0,22
192.168.117.237,19,83,5,10,6,4,0,80,SSH,0,Cowrie-SSH,4273,390,0,45
192.168.26.79,15,29,3,6,4,2,1,22,SSH,0,Cowrie-SSH,6042,7184,0,35
192.168.209.92,23,298,3,8,5,4,2,22,SSH,0,Cowrie-SSH,923,7832,0,38
192.168.25.129,15,533,3,14,6,2,0,80,SSH,0,Cowrie-SSH,195,8057,0,40
192.168.225.89,25,32,3,12,3,4,3,80,HTTPS,0,Fake-Admin-Panel,4212,2894,0,49
192.168.80.101,25,357,0,9,2,2,3,22,SSH,0,Cowrie-SSH,566,1567,0,33
192.168.107.10,16,79,3,9,5,4,3,22,SSH,0,Cowrie-SSH,1738,4455,0,36
192.168.101.19,17,133,1,13,9,3,3,22,HTTP,0,Fake-Admin-Panel,2425,6799,1,51
192.168.114.90,16,217,4,11,5,5,1,443,HTTP,0,Cowrie-SSH,708,25438,0,44
192.168.110.6,17,132,7,12,2,4,2,22,HTTP,0,Cowrie-SSH,2543,3339,1,52
192.168.67.197,12,193,2,5,2,4,0,22,SSH,0,Cowrie-SSH,3678,10412,0,30
192.168.86.68,18,508,3,12,10,4,4,22,SSH,0,Cowrie-SSH,6558,9668,0,32
192.168.141.210,18,392,3,14,4,2,3,22,SSH,0,Web-Honeypot,2130,10355,0,46
192.168.15.200,18,410,4,8,4,2,2,22,HTTP,0,Cowrie-SSH,24277,6889,0,34
192.168.24.96,15,292,1,5,4,2,3,80,SSH,1,Cowrie-SSH,1874,13347,1,62
192.168.153.176,24,209,3,9,9,2,4,22,SSH,0,Cowrie-SSH,152,14261,0,30
192.168.169.33,15,121,1,9,10,6,3,80,SSH,0,Cowrie-SSH,3396,8649,0,29
192.168.116.166,16,154,3,10,5,2,0,80,SSH,0,Web-Honeypot,10205,215,0,17
192.168.80.158,16,319,3,9,3,7,2,443,SSH,0,Cowrie-SSH,77,7684,0,38
192.168.29.213,12,370,5,5,4,3,3,443,SSH,0,Fake-Admin-Panel,2834,6743,0,19
192.168.163.130,24,567,3,8,2,3,1,22,SSH,0,Web-Honeypot,31599,32141,0,40
192.168.159.96,21,193,4,12,7,3,3,80,SSH,0,Cowrie-SSH,2463,8218,1,51
192.168.155.232,13,429,2,10,5,0,4,22,SSH,0,Web-Honeypot,3161,3621,0,30
192.168.7.244,28,90,3,9,6,8,1,80,SSH,0,Fake-Admin-Panel,1000,13483,0,44
192.168.172.246,19,261,5,4,4,1,3,22,SSH,0,Cowrie-SSH,4480,5232,0,46
192.168.85.247,21,576,6,9,4,4,1,80,HTTP,0,Cowrie-SSH,12372,1759,0,38
192.168.153.111,21,263,2,6,5,4,2,443,SSH,0,Cowrie-SSH,6748,3633,0,45
192.168.252.19,16,176,3,6,1,4,3,22,SSH,0,Cowrie-SSH,9328,13394,0,48
192.168.241.199,15,128,1,9,5,3,1,22,HTTPS,0,Web-Honeypot,3408,19025,0,31
192.168.153.243,22,144,5,12,11,3,6,443,HTTP,0,Cowrie-SSH,1517,2559,0,46
192.168.24.75,20,278,0,5,6,4,4,22,SSH,0,Cowrie-SSH,1637,6995,0,49
192.168.129.7,22,345,3,8,4,6,1,443,HTTP,0,Cowrie-SSH,2139,10413,0,38
192.168.153.153,19,242,2,5,4,7,2,80,HTTP,0,Web-Honeypot,14476,9184,0,35
192.168.112.29,14,224,0,9,5,4,3,22,SSH,0,Cowrie-SSH,1598,4142,0,27
192.168.235.83,16,295,0,17,4,2,3,22,SSH,0,Cowrie-SSH,2001,19270,0,43
192.168.89.195,21,242,3,9,5,9,2,443,HTTP,0,Web-Honeypot,362,9180,0,37
192.168.64.179,20,248,3,5,5,3,1,443,SSH,0,Cowrie-SSH,1093,12169,0,30
192.168.123.233,13,277,2,5,2,6,1,22,SSH,0,Cowrie-SSH,12401,831,0,15
192.168.180.210,18,206,3,7,2,5,5,443,SSH,0,Cowrie-SSH,12531,8212,0,36
192.168.48.231,17,134,3,12,7,3,0,22,SSH,0,Cowrie-SSH,33984,11308,0,23
192.168.160.178,18,224,6,7,8,4,2,80,SSH,0,Web-Honeypot,1042,5929,0,39
192.168.148.204,26,379,0,8,6,4,1,22,SSH,0,Cowrie-SSH,2185,7292,0,26
192.168.107.217,21,9,4,11,7,2,2,8080,HTTP,0,Web-Honeypot,6004,9272,0,37
192.168.247.254,16,237,1,8,8,5,3,443,SSH,0,Cowrie-SSH,3623,599,0,45
192.168.35.173,24,104,4,5,5,4,0,22,SSH,0,Web-Honeypot,8061,7731,0,25
192.168.236.215,18,455,1,8,5,3,3,8080,SSH,0,Fake-Admin-Panel,1263,89794,0,34
192.168.68.183,17,213,3,10,2,5,4,22,SSH,0,Web-Honeypot,3237,7400,0,46
192.168.81.54,17,359,2,9,5,7,3,80,SSH,0,Web-Honeypot,1427,23702,0,43
192.168.156.152,20,317,3,11,6,2,4,80,SSH,0,Cowrie-SSH,1645,89626,0,47
192.168.238.7,22,319,4,3,8,2,4,443,HTTP,0,Cowrie-SSH,3173,15831,0,37
192.168.207.36,22,130,3,9,3,7,0,22,SSH,0,Web-Honeypot,692,3619,0,32
192.168.203.194,29,166,1,6,5,5,2,22,SSH,0,Cowrie-SSH,16479,1742,1,55
192.168.99.53,19,485,6,4,7,5,2,22,SSH,0,Cowrie-SSH,14527,552,0,49
